Code géographique,Libellé géographique,"Résidences principales
Avant 1919
Maison","Résidences principales
Avant 1919
Appartement","Résidences principales
Avant 1919
Autres logements de métropole","Résidences principales
De 1919 à 1945
Maison","Résidences principales
De 1919 à 1945
Appartement","Résidences principales
De 1919 à 1945
Autres logements de métropole","Résidences principales
De 1946 à 1970
Maison","Résidences principales
De 1946 à 1970
Appartement","Résidences principales
De 1946 à 1970
Autres logements de métropole","Résidences principales
De 1971 à 1990
Maison","Résidences principales
De 1971 à 1990
Appartement","Résidences principales
De 1971 à 1990
Autres logements de métropole","Résidences principales
De 1991 à 2005
Maison","Résidences principales
De 1991 à 2005
Appartement","Résidences principales
De 1991 à 2005
Autres logements de métropole","Résidences principales
De 2006 à 2019
Maison","Résidences principales
De 2006 à 2019
Appartement","Résidences principales
De 2006 à 2019
Autres logements de métropole","Logements occasionnels
Avant 1919
Maison","Logements occasionnels
Avant 1919
Appartement","Logements occasionnels
Avant 1919
Autres logements de métropole","Logements occasionnels
De 1919 à 1945
Maison","Logements occasionnels
De 1919 à 1945
Appartement","Logements occasionnels
De 1919 à 1945
Autres logements de métropole","Logements occasionnels
De 1946 à 1970
Maison","Logements occasionnels
De 1946 à 1970
Appartement","Logements occasionnels
De 1946 à 1970
Autres logements de métropole","Logements occasionnels
De 1971 à 1990
Maison","Logements occasionnels
De 1971 à 1990
Appartement","Logements occasionnels
De 1971 à 1990
Autres logements de métropole","Logements occasionnels
De 1991 à 2005
Maison","Logements occasionnels
De 1991 à 2005
Appartement","Logements occasionnels
De 1991 à 2005
Autres logements de métropole","Logements occasionnels
De 2006 à 2019
Maison","Logements occasionnels
De 2006 à 2019
Appartement","Logements occasionnels
De 2006 à 2019
Autres logements de métropole","Résidences secondaires
Avant 1919
Maison","Résidences secondaires
Avant 1919
Appartement","Résidences secondaires
Avant 1919
Autres logements de métropole","Résidences secondaires
De 1919 à 1945
Maison","Résidences secondaires
De 1919 à 1945
Appartement","Résidences secondaires
De 1919 à 1945
Autres logements de métropole","Résidences secondaires
De 1946 à 1970
Maison","Résidences secondaires
De 1946 à 1970
Appartement","Résidences secondaires
De 1946 à 1970
Autres logements de métropole","Résidences secondaires
De 1971 à 1990
Maison","Résidences secondaires
De 1971 à 1990
Appartement","Résidences secondaires
De 1971 à 1990
Autres logements de métropole","Résidences secondaires
De 1991 à 2005
Maison","Résidences secondaires
De 1991 à 2005
Appartement","Résidences secondaires
De 1991 à 2005
Autres logements de métropole","Résidences secondaires
De 2006 à 2019
Maison","Résidences secondaires
De 2006 à 2019
Appartement","Résidences secondaires
De 2006 à 2019
Autres logements de métropole","Logements vacants
Avant 1919
Maison","Logements vacants
Avant 1919
Appartement","Logements vacants
Avant 1919
Autres logements de métropole","Logements vacants
De 1919 à 1945
Maison","Logements vacants
De 1919 à 1945
Appartement","Logements vacants
De 1919 à 1945
Autres logements de métropole","Logements vacants
De 1946 à 1970
Maison","Logements vacants
De 1946 à 1970
Appartement","Logements vacants
De 1946 à 1970
Autres logements de métropole","Logements vacants
De 1971 à 1990
Maison","Logements vacants
De 1971 à 1990
Appartement","Logements vacants
De 1971 à 1990
Autres logements de métropole","Logements vacants
De 1991 à 2005
Maison","Logements vacants
De 1991 à 2005
Appartement","Logements vacants
De 1991 à 2005
Autres logements de métropole","Logements vacants
De 2006 à 2019
Maison","Logements vacants
De 2006 à 2019
Appartement","Logements vacants
De 2006 à 2019
Autres logements de métropole"
95574,Saint-Prix,123.61229,13.0937,0,312.52087,28.17837,0,415.1946,240.3985,2.01354,610.25049,158.93754,1.00961,484.09267,71.51478,1.00677,172.60775,193.32026,0,0,0,0,1.00525,0,0,2.0105,0,0,2.0105,1.00525,0,0,0,0,1.00525,0,0,0,0,0,1.00525,0,0,6.0315,1.00525,0,4.021,0,0,3.01575,0,0,0,0,0,7.03675,3.01575,0,20.105,6.0315,0,17.08925,34.17851,0,31.16275,13.06825,0,17.08925,8.042,0,6.0315,16.084,0
95580,Saint-Witz,7.06942,6.27154,0,10.55708,2.64597,0,31.27525,2.67364,0.89593,444.21129,15.88753,0,181.23637,32.92379,0.86782,32.17031,61.37727,0,0,0,0,0,0,0,0,0,0,0.74213,2.2264,0,1.48427,0.74213,0,0,0,0,0,0,0,0,0,0,0,0,0,2.96854,0,0,0,0,0,0,0.74213,0,0.74213,0.74213,0,0,0,0,1.48427,0,0,17.81123,1.48427,0,2.96854,0,0,2.2264,0.74213,0
95582,Sannois,324.19421,140.18233,3.74586,992.03384,314.11815,0,943.35845,1653.38879,23.17275,686.18791,3875.09667,19.85529,310.36178,637.73605,2.85566,153.20322,1143.62259,20.53878,0,2.68474,0,0,6.31509,0,6.2659,9.37505,0,5.8212,16.93176,0,0,12.8283,3.13646,0.97722,6.2733,0,0,0,0,6.65113,0,0,0,2.98166,0,0,11.2196,0,0,0,0,0,17.33425,0,1.03796,14.11822,2.70599,17.12627,42.32239,6.49035,71.86555,128.78391,3.22427,45.92339,164.18037,3.46039,5.75452,32.14578,4.28334,2.88712,64.514,2.10346
95584,Santeuil,30,6,1,14,1,0,30,6,1,100,2,1,42,0,0,24,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,5,2,0,1,1,0,0,0,0,0,0,0
95585,Sarcelles,174.20262,130.44285,0,394.07293,438.93065,6.7197,743.05457,9465.16698,82.90537,1141.71302,4237.9581,58.45359,426.24988,766.39008,40.87283,365.00458,1578.17116,97.67346,0,8.43533,0,2.27816,12.3492,0,5.12199,28.79926,0,3.85594,10.58041,2.02281,0,4.22891,2.13777,1.90315,2.52284,1.06889,2.86271,0,0,5.28802,0,0,3.70688,16.3942,0,3.42174,2.14914,0,0,0.63246,0,6.41059,3.5516,1.06889,3.0967,6.19339,0,13.32455,37.99554,0,45.05161,661.30991,3.66542,48.54693,152.74774,0,17.97592,23.6191,0,0,90.39053,0
95592,Seraincourt,86.42514,6.59948,0,38.65357,11.32573,0,69.62402,13.94821,0,159.2847,12.49547,0,77.75804,13.24281,0,28.70348,7.64555,0,0,0,0,1.06929,0,0,0,0,0,1.06929,0,0,0,0,0,0,0,0,4.27718,0,0,0,0,0,1.06929,1.06929,0,0,0,0,0,0,0,0,0,0,7.48506,1.06929,0,6.41577,0,0,5.34647,0,0,11.76224,4.27718,0,7.48506,1.06929,0,2.13859,0,0
95594,Seugy,68.41758,8.26086,0,21.22569,5.17209,0,48.95301,8.20604,0,143.82154,15.46114,0,69.6561,28.05183,0,19.99088,8.20635,0,0,0,0,1.01682,0,0,0,0,0,0,0,0,0,1.01682,0,0,0,0,0,0,0,0,1.01682,0,0,0,0,4.06728,0,0,0,0,0,0,0,0,3.05046,1.01682,0,0,3.05046,0,1.01682,1.01682,0,4.06728,1.01682,0,3.05046,3.05046,1.01682,3.05046,0,0
95598,Soisy-sous-Montmorency,270.85795,34.71737,0,671.90371,117.86673,0,832.36923,1773.66249,10.57078,620.74612,1615.63662,45.87461,533.57864,336.00203,6.77696,148.36085,365.01621,0,0,0,0,0,0,0,9.1015,26.60416,0,2.90256,8.59175,0,0,3.33339,0,14.26533,0,0,0,0,0,7.41703,0,0,8.03188,6.41202,0,4.61346,16.39032,0,3.33339,0,0,0,2.6761,0,5.8612,2.86105,0,44.469,6.08175,0,44.63667,164.75009,0,31.00996,90.21328,4.2463,18.99306,37.42987,0,8.63672,89.07869,0
95604,Survilliers,62,8,0,60,17,0,164,255,1,270,480,5,65,94,0,33,163,0,1,0,0,0,0,0,0,3,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,1,3,0,2,1,0,1,2,0,8,1,0,1,0,0,16,31,0,10,16,0,5,2,0,1,19,0
95607,Taverny,414.09884,118.5516,0,636.22846,113.19726,0,1362.56241,1175.19945,11.88943,1605.63741,2856.30277,49.21087,626.69687,536.71046,2.96661,336.06533,884.74412,68.23214,0,3.35266,0,3.01283,0,0,17.49569,12.07002,0,5.7919,38.33067,0,6.04855,5.99782,0,0,9.03281,0.98887,0.98014,0,0,2.55636,0,0,18.00847,90.25872,0,8.73381,11.61472,0,0,0,0,5.87298,9.37614,0,19.0432,25.60118,0,39.15979,8.87102,0,61.78335,107.96307,5.29399,46.80425,233.84026,0,21.01085,32.81763,0,11.32885,51.04462,0
95610,Théméricourt,40,3,0,10,2,0,15,0,0,24,0,0,9,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0
95611,Theuville,8,1,0,1,1,0,1,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95612,Le Thillay,53,10,4,91,16,3,348,117,2,447,91,15,195,88,19,77,122,7,0,0,0,2,0,0,1,1,0,4,4,0,0,0,0,0,2,0,0,0,0,0,1,0,3,1,0,2,0,0,0,1,0,0,0,0,4,0,0,3,1,0,7,5,0,19,13,0,7,4,0,2,9,0
95625,Us,99.55178,3.94393,0.95438,31.64301,5.80044,0,80.00564,13.61087,1.90875,155.61093,10.74646,0.95438,60.37799,6.75418,0,34.05872,8.83898,0,0.89335,0,0.89335,0,0,0,0,0,0,0.89335,2.68004,0,0.89335,0.89335,0,0,0,0,3.57338,0,0,0,0,0,2.68004,0,0,0,0,0,0.89335,0,0,0,0,0,8.04011,7.14677,0,1.78669,0,0,1.78669,0.89335,0,3.57338,1.78669,1.78669,0,0.89335,0,0.89335,0.89335,0
95627,Vallangoujard,70,1,3,17,1,1,26,6,0,74,2,2,24,1,1,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,5,2,0,2,0,0,1,0,0,3,1,0,0,2,0,0,0,0
95628,Valmondois,138.8259,16.24434,0,57.92945,16.57984,1.00002,68.53328,15.3799,2.09218,108.92412,9.26097,0,48.48342,26.66718,0,23.48047,4.02865,0.95434,0,0,0,0,0,0,1.00632,0,0,2.01264,2.01264,0,0,1.00632,0,0,1.00632,0,5.0316,1.00632,0,1.00632,0,0,11.06951,0,0,4.02528,0,0,2.01264,1.00632,0,2.01264,1.00632,0,5.0316,0,0,3.01896,1.00632,0,6.03791,3.01896,0,10.06319,0,0,1.00632,4.02528,0,3.01896,2.01264,0
95633,Vaudherland,3.92453,0,0,7.84906,2.9434,0,2.9434,1.96226,0,3.92453,0.98113,0,4.90566,0,0,7.84906,2.9434,2.9434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25926,0,0,0,0,0,0,1.12963,0,0,0,0,1.12963,2.25926,0
95637,Vauréal,123.3309,6.40133,0,73.10189,8.07748,0,98.23609,48.7957,0,2531.8614,467.57051,8.93904,862.99562,412.24871,2.58132,188.96535,1225.98097,0,3.28482,0,0,2.7166,0,0,0,0,0,5.08735,4.99377,0,2.7166,0.96813,0,0,7.99197,0,0,0,0,0,0,0,2.7166,0,0,12.61476,0,0,2.68624,0,0,3.05996,13.58073,0,11.01001,2.7166,0,2.7166,0,0,13.61132,3.21462,0,34.16941,63.21463,0,16.16103,29.17297,0,9.03102,146.37172,0
95641,Vémars,34,2,0,26,2,0,42,16,0,420,45,1,61,54,0,128,343,2,0,1,0,3,0,0,0,0,0,5,5,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,3,0,0,2,3,0,10,3,0,5,0,0,5,30,0
95651,Vétheuil,120.40497,27.36653,0,49.46735,3.08823,0,68.70543,9.5656,0,66.20489,2.95474,0,24.56066,2.83323,0,18.80081,19.83259,0,3.05147,0,0,0,0,0,0,1.01716,0,0,0,0,0,0,0,2.03431,1.01716,0,23.3946,1.01716,0,5.08578,0,0,14.24019,0,0,10.17157,0,0,3.05147,0,0,0,0,0,15.25735,10.17157,0,10.17157,1.01716,0,4.06863,3.05147,0,3.05147,3.05147,0,1.01716,0,0,2.03431,5.08578,0
95652,Viarmes,230.86877,45.32537,2.00606,131.02879,59.40645,1.00884,311.49514,81.56255,5.04137,680.45874,77.53433,28.18071,263.17027,74.51918,4.03682,172.62667,87.61136,5.0485,1.00794,0,0,2.01587,0,0,1.00794,0,0,3.02381,1.00794,0,2.01587,0,0,1.00794,0,0,2.01587,0,0,3.02381,0,0,0,0,0,6.04762,0,0,0,0,0,1.00794,0,0,5.03968,2.01587,0,0,5.03968,0,4.03175,8.06349,0,8.06349,3.02381,0,2.01587,4.03175,2.01587,1.00794,9.07143,0
95656,Vienne-en-Arthies,53.37944,1.07702,0,10.07016,4.89733,1.07702,21.5579,2.15405,0,44.36447,3.02832,0,22.3299,0,0,12.98591,0,0,2.15223,1.07611,0,1.07611,0,0,1.07611,0,0,1.07611,0,0,0,0,0,0,0,0,24.75064,0,0,2.15223,0,0,3.22834,0,0,7.5328,0,0,2.15223,0,0,3.22834,0,0,4.30446,1.07611,1.07611,1.07611,0,0,3.22834,0,0,2.15223,0,0,0,0,0,0,0,0
95658,Vigny,80.67672,13.25897,1.01489,21.20211,3.04475,0,51.62282,13.19446,0,143.59239,9.1159,2.02986,42.33163,10.20497,0,44.96256,9.14391,0,0,0,1.00984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.02953,0,0,3.02953,0,0,0,0,0,1.00984,0,0,1.00984,0,0,1.00984,0,0,9.08858,3.02953,0,4.03937,0,0,1.00984,1.00984,1.00984,7.0689,3.02953,1.00984,6.05906,1.00984,0,0,1.00984,0
95660,Villaines-sous-Bois,21.06982,0,0,12.04333,0,0,37.07771,2.00089,0,98.27111,1.01559,0,54.11516,2.03119,0,34.01654,32.40014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.71,0,0,0,0,0,0,0,0,1.42,0,0,0.71,0,0,0,2.13,0,0.71,0,0,0,0,0,2.13,0,0,0.71,0.71,0,1.42,0,0,0,0.71,0
95675,Villeron,7.31567,2.75617,0.90897,6.38724,14.64109,0,19.1373,6.43107,0,51.78395,5.50257,0,90.08258,16.49803,0,147.47975,176.63102,1.83745,0,0,0,0,1.97605,0,0,0.98803,0,0,0.98803,0,0,0,0,0,3.9521,0,0,0,0,0,0,0,0,0.98803,0,0,0,0,0,0,0,0,0,0,0.98803,0,0,0,4.94013,0,0.98803,2.96408,0,3.9521,1.97605,0,0.98803,0,0,2.96408,19.76051,0
95676,Villers-en-Arthies,60.48556,5.67134,0,16.06814,2.83602,0,35.91447,1.8898,0,39.6953,0,0,26.46036,0.94534,0.94534,17.01119,1.88962,0,0,1.11879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.851,0,0,5.59396,0,0,2.23758,0,0,5.59396,0,0,0,0,0,0,0,0,10.06912,2.23758,0,0,0,0,2.23758,0,0,2.23758,0,0,0,0,0,0,0,0
95678,Villiers-Adam,45.4895,5.04686,0,23.23961,0,0,62.66544,8.07701,0,139.48855,2.01841,0,26.29349,0,0,27.30693,3.03015,2.02349,0,0,0,1.0105,0,0,1.0105,0,0,1.0105,0,0,0,0,0,0,0,0,1.0105,0,0,2.021,0,0,0,0,0,2.021,0,0,0,0,0,0,0,0,6.06299,0,0,0,0,0,5.05249,0,0,10.10499,0,0,2.021,0,0,1.0105,0,0
95680,Villiers-le-Bel,70.06907,44.89023,0,229.45574,145.58236,3.77517,469.40666,3164.04398,25.69628,781.17889,2814.48156,62.88785,251.5119,691.29856,39.03862,151.96793,1068.5127,12.9109,0,0,0,0,0,0,6.60751,14.20277,0,0,26.97633,0,0,6.04544,0,0,0.83883,0,0,0,0,0,3.34607,0,2.9332,2.9397,0,2.67305,7.93552,0,0,0,0,0,6.15218,0,10.01768,0,0,2.84811,0,5.69622,14.59302,192.78389,0,59.16444,210.23264,2.98643,13.97535,18.93331,0,7.984,58.83656,0
95682,Villiers-le-Sec,17.70455,2.79545,0,6.52273,0,0,3.72727,1.86364,0,9.31818,4.65909,0,13.04545,0,0,14.90909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.52972,1.68648,0,1.68648,0,0,0.84324,0,0,1.68648,0,0,0,0,0,0.84324,0,0
95690,Wy-dit-Joli-Village,62.95888,3.04344,0,12.01527,0,0,23.95009,0,0,20.01112,1.01448,0,16.98068,0,0,11.88402,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0
